Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","288","Ghana","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","42756.9","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","1429.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01449.90","Other oil seeds, n.e.c.","2022","2022","t","231.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","26086.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","11035.24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01491.02","Palm kernels","2022","2022","t","147000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","288","Ghana","5510","Production","2165","Palm oil","2022","2022","t","300000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","288","Ghana","5510","Production","01317","Papayas","2022","2022","t","5805.09","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01651","Pepper (Piper spp.), raw","2022","2022","t","3803.51","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01318","Pineapples","2022","2022","t","695801.96","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01313","Plantains and cooking bananas","2022","2022","t","4391549.06","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","3780","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","6514.58","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","4293.23","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","02211","Raw milk of cattle","2022","2022","t","49487.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","0113","Rice","2022","2022","t","1283000","A","Official value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01921.01","Seed cotton, unginned","2022","2022","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","732.99","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","0114","Sorghum","2022","2022","t","401499","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","288","Ghana","5510","Production","2161","Soya bean oil","2022","2022","t","23300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","288","Ghana","5510","Production","0141","Soya beans","2022","2022","t","255000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","288","Ghana","5510","Production","01802","Sugar cane","2022","2022","t","155609.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01530","Sweet potatoes","2022","2022","t","142671.37","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01550","Taro","2022","2022","t","1699259.68","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01234","Tomatoes","2022","2022","t","379925.13","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01970","Unmanufactured tobacco","2022","2022","t","2528.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01540","Yams","2022","2022","t","10702900.69","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01371","Almonds, in shell","2022","2022","t","12046","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","t","1406040","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01341","Apples","2022","2022","t","2589000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01343","Apricots","2022","2022","t","15966.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01379.01","Areca nuts","2022","2022","t","1666000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01312","Bananas","2022","2022","t","34528000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0115","Barley","2022","2022","t","1371360","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01701","Beans, dry","2022","2022","t","8564105.78","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","24310.01","Beer of barley, malted","2022","2022","t","2551700","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","02960.01","Beeswax","2022","2022","t","24338.37","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","21513","Buffalo fat, unrendered","2022","2022","t","266931.82","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","22242.01","Butter of buffalo milk","2022","2022","t","1085134.18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01212","Cabbages","2022","2022","t","9825000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01229","Cantaloupes and other melons","2022","2022","t","1498000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2022","2022","t","2283952","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2022","2022","t","752000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2022","2022","t","6213000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2022","2022","t","1979717.74","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2022","2022","t","9566000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","22251.01","Cheese from whole cow milk","2022","2022","t","16875","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2022","2022","t","10108.72","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2022","2022","t","13543630","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","t","1874000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","5304769","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01640","Cocoa beans","2022","2022","t","28000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","2166","Coconut oil","2022","2022","t","534000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01460","Coconuts, in shell","2022","2022","t","13317000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01610","Coffee, green","2022","2022","t","352000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01929.08","Coir, raw","2022","2022","t","1211246.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01921.02","Cotton lint, ginned","2022","2022","t","5722231.51","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0143","Cotton seed","2022","2022","t","9700000","X","Value from external organization","Unofficial figure"
